,PEalpha1.0_zdim3,PEalpha2.0_zdim3,PEalpha3.0_zdim3,PEalpha4.0_zdim3,PEalpha4.5_zdim3,PEalpha1.0_zdim8,PEalpha2.0_zdim8,PEalpha3.0_zdim8,PEalpha4.0_zdim8,PEalpha4.5_zdim8,PEalpha1.0_zdim64,PEalpha2.0_zdim64,PEalpha3.0_zdim64,PEalpha4.0_zdim64,PEalpha4.5_zdim64,PEalpha1.0_zdim128,PEalpha2.0_zdim128,PEalpha3.0_zdim128,PEalpha4.0_zdim128,PEalpha4.5_zdim128,PEalpha1.0_zdim256,PEalpha2.0_zdim256,PEalpha3.0_zdim256,PEalpha4.0_zdim256,PEalpha4.5_zdim256,PEalpha1.0_zdim512,PEalpha2.0_zdim512,PEalpha3.0_zdim512,PEalpha4.0_zdim512,PEalpha4.5_zdim512
V10S14-085_XY04_21-0057,0.1984567306649004,0.2666414491778746,0.13684430989321153,,,,,,,,,,,,,,,,,,,,,,,,,,,
