,name,ARI,AMI,CHS,DBS,CS,CM,PCM,FMS,HCVM,HS,MI,NMI,RI,SSc,VMS
0,kidney085_0057_scGNN_logcpm_PEalpha1.5_zdim8,0.211006623548624,0.280145863510995,3.28324975552327,8.822440882092,0.246874890516642,"[[  6   2   0   2]
 [182  64  15  37]
 [  0  83   1   0]
 [  0  12   0   3]]","[[52080 17384]
 [50284 45494]]",0.586235186292459,"(0.3494711124072641, 0.24687489051664202, 0.28934760086010414)",0.349471112407264,0.267914594507366,0.289347600860104,0.590491521526004,0.0034816847,0.289347600860104
0,kidney085_0057_scGNN_logcpm_PEalpha2.0_zdim8,0.177820611049976,0.307921724384355,3.68219755263365,10.0248452786015,0.245826529693398,"[[  3   1   4   2]
 [110  27  82  79]
 [  0  82   2   0]
 [  2   8   5   0]]","[[59750  9714]
 [63540 32238]]",0.508579527442795,"(0.4408053920658005, 0.24582652969339808, 0.31563245566574716)",0.440805392065801,0.337934077178719,0.315632455665747,0.556686556686557,0.0027227842,0.315632455665747
0,kidney085_0057_scGNN_logcpm_PEalpha2.5_zdim8,0.185955702260369,0.316925701640278,3.72582776397584,10.0530793983575,0.252695273661958,"[[  2   1   5   2]
 [ 87  27  71 113]
 [  0  82   2   0]
 [  0   7   7   1]]","[[60142  9322]
 [63216 32562]]",0.514107707065663,"(0.4534341751606522, 0.25269527366195793, 0.32453163699929327)",0.453434175160652,0.347615665103605,0.324531636999293,0.561019595502354,0.0022889958,0.324531636999293
0,kidney085_0057_scGNN_logcpm_PEalpha3.0_zdim8,0.422186810793967,0.342570664709306,3.65273050864897,8.1074784581469,0.298008670435261,"[[  8   2   0   0]
 [223  18  20  37]
 [  0  68   1  15]
 [  2   3   2   8]]","[[59586  9878]
 [39364 56414]]",0.707984013578525,"(0.42714968180110596, 0.29800867043526064, 0.35108003198975896)",0.427149681801106,0.327465217383486,0.351080031989759,0.702000702000702,0.0021164261,0.351080031989759
0,kidney085_0057_scGNN_logcpm_PEalpha3.5_zdim8,0.284171431810044,0.32124609164861,3.43168686999999,7.93989109265833,0.285525861988614,"[[  1   1   7   1]
 [ 41  52 197   8]
 [  0  83   0   1]
 [  3  12   0   0]]","[[54172 15292]
 [45832 49946]]",0.63185512382405,"(0.39054166544892427, 0.28552586198861385, 0.32987753780283535)",0.390541665448924,0.299400460359209,0.329877537802835,0.630094043887147,0.0024391783,0.329877537802835
0,kidney085_0057_scGNN_logcpm_PEalpha4.0_zdim8,0.379468227091988,0.423183199456138,4.13746849477567,8.93014730398741,0.345957346576781,"[[  1   3   6   0]
 [  5 185  84  24]
 [ 71   0   0  13]
 [  5   0   2   8]]","[[64138  5326]
 [48954 46824]]",0.662534461252514,"(0.5682251287855792, 0.345957346576781, 0.43007093903214094)",0.568225128785579,0.435617707909638,0.430070939032141,0.671512085305189,0.0016126134,0.430070939032141
0,kidney085_0057_scGNN_logcpm_PEalpha4.5_zdim8,0.567594407862985,0.403040064238754,3.18870455291191,9.44081749386194,0.360585466939894,"[[  9   0   1   0]
 [255   7  10  26]
 [  0  45  31   8]
 [  3   4   3   5]]","[[60534  8930]
 [27144 68634]]",0.796299291870589,"(0.47866497073989756, 0.360585466939894, 0.4113185390982673)",0.478664970739898,0.366958317834324,0.411318539098267,0.781689885138161,0.0008040026,0.411318539098267
0,kidney085_0057_scGNN_logcpm_PEalpha5.0_zdim8,0.367857938392823,0.362160772202406,3.9953429873727,8.25996939580875,0.304918759157728,"[[  7   1   1   1]
 [200  14  59  25]
 [  0  74  10   0]
 [  0   5   8   2]]","[[60934  8530]
 [46162 49616]]",0.664858070524899,"(0.4705637636776743, 0.30491875915772815, 0.37005016799235213)",0.470563763677674,0.360747699765938,0.370050167992352,0.669018772467048,0.009134102,0.370050167992352
0,kidney085_0057_scGNN_logcpm_PEalpha1.0_zdim16,0.200814047544321,0.320055645776008,3.70642184017549,10.3310182830015,0.255141110356985,"[[  2   4   1   3]
 [102 110  22  64]
 [  0   0  80   4]
 [  0   1   8   6]]","[[60804  8660]
 [62554 33224]]",0.524559746316246,"(0.45765131533396347, 0.25514111035698545, 0.32762880339940464)",0.457651315333963,0.350848645912035,0.327628803399405,0.569032086273466,0.002523295,0.327628803399405
0,kidney085_0057_scGNN_logcpm_PEalpha1.5_zdim16,0.167626159041869,0.314204836846826,3.37471573360904,10.0726306524607,0.253045985796868,"[[  6   1   2   1]
 [124  32  80  62]
 [  1  83   0   0]
 [  4  11   0   0]]","[[58130 11334]
 [62472 33306]]",0.509363126674046,"(0.4426385390799471, 0.25304598579686816, 0.322007753422441)",0.442638539079947,0.339339420343092,0.322007753422441,0.553346001621864,0.0015505535,0.322007753422441
0,kidney085_0057_scGNN_logcpm_PEalpha2.0_zdim16,0.50367811479267,0.466501714365434,4.37667431627634,7.91429930421141,0.395602045877193,"[[  6   0   1   3]
 [230  17   1  50]
 [  0  29  54   1]
 [  0  10   0   5]]","[[63634  5830]
 [36566 59212]]",0.750204914646261,"(0.5891958835974671, 0.3956020458771926, 0.47337040421666704)",0.589195883597467,0.451694491004067,0.473370404216667,0.743430846879123,0.00727596,0.473370404216667
0,kidney085_0057_scGNN_logcpm_PEalpha2.5_zdim16,0.30092660265662,0.329551407436748,3.33250421792079,9.98585838713793,0.269493950869476,"[[  1   5   0   4]
 [ 14 176  77  31]
 [ 66   1   0  17]
 [  6   2   0   7]]","[[61468  7996]
 [53346 42432]]",0.610554938347895,"(0.4512530180851317, 0.269493950869476, 0.33745534542288497)",0.451253018085132,0.34594352742842,0.337455345422885,0.628774766705801,0.0020333068,0.337455345422885
0,kidney085_0057_scGNN_logcpm_PEalpha3.0_zdim16,0.058802001528977,0.159219470901903,2.91361789783487,9.41167203756134,0.133184267306227,"[[  1   3   5   1]
 [ 54  76  62 106]
 [  2   2  75   5]
 [  1   3   9   2]]","[[52808 16656]
 [66624 29154]]",0.440134205510556,"(0.2306503052375344, 0.13318426730622673, 0.16886241289411144)",0.230650305237534,0.176823150202757,0.168862412894111,0.496011909805013,0.00080255617,0.168862412894111
0,kidney085_0057_scGNN_logcpm_PEalpha3.5_zdim16,0.213171023545619,0.327662115837875,3.59266796577718,10.8746814791862,0.260658700597745,"[[  2   3   4   1]
 [ 97  14  78 109]
 [  1  79   1   3]
 [  1  11   1   2]]","[[61512  7952]
 [62206 33572]]",0.532346914519737,"(0.469168198543573, 0.26065870059774504, 0.3351281602200107)",0.469168198543573,0.359677819441822,0.335128160220011,0.575422713353748,0.00019573451,0.335128160220011
0,kidney085_0057_scGNN_logcpm_PEalpha4.0_zdim16,0.267230011887558,0.397003910173092,4.45334009614215,9.98226714083305,0.315563415787177,"[[  3   2   1   4]
 [133   1 105  59]
 [  0  68   0  16]
 [  0   3   0  12]]","[[63234  6230]
 [58926 36852]]",0.573693926633311,"(0.5604492726455426, 0.3155634157871775, 0.40377791140875613)",0.560449272645543,0.429656513205002,0.403777911408756,0.605693467762433,0.0026108837,0.403777911408756
0,kidney085_0057_scGNN_logcpm_PEalpha4.5_zdim16,0.170976860061239,0.32732662381212,3.53314951761952,10.1950838796659,0.261580788702196,"[[  4   1   2   3]
 [ 63  33 110  92]
 [  0  84   0   0]
 [  4  11   0   0]]","[[59058 10406]
 [63340 32438]]",0.506379577558727,"(0.46522721317503263, 0.2615807887021959, 0.3348738622407356)",0.465227213175033,0.356656546840207,0.334873862240736,0.553709105433243,0.001178264,0.334873862240736
0,kidney085_0057_scGNN_logcpm_PEalpha5.0_zdim16,0.228489630694352,0.344110594110959,3.27841500252792,11.4455783606234,0.2733542065257,"[[  2   1   2   5]
 [117  13  97  71]
 [  0  79   0   5]
 [  1   8   1   5]]","[[62166  7298]
 [61486 34292]]",0.543332236362555,"(0.491807768209749, 0.27335420652570025, 0.35139676743249715)",0.491807768209749,0.377033963945881,0.351396767432497,0.583737790634342,0.0006937543,0.351396767432497
0,kidney085_0057_scGNN_logcpm_PEalpha1.0_zdim32,0.232059820886552,0.337160447192947,3.42654899967207,11.3817306183155,0.267860912273626,"[[  3   3   2   2]
 [106   5 101  86]
 [  3  76   1   4]
 [  5   7   1   2]]","[[62398  7066]
 [61420 34358]]",0.545467622073898,"(0.4826275131590034, 0.2678609122736262, 0.34451442975579166)",0.482627513159003,0.369996116690201,0.344514429755792,0.585541206230861,-0.005430975,0.344514429755792
0,kidney085_0057_scGNN_logcpm_PEalpha1.5_zdim32,0.12007996075999,0.177145052021099,2.46790899465134,11.7591715508194,0.144682588305049,"[[  1   2   3   4]
 [103  24  90  81]
 [  0  57  12  15]
 [  2  10   2   1]]","[[57532 11932]
 [66582 29196]]",0.465180688923159,"(0.2613461377444023, 0.14468258830504932, 0.1862539925206316)",0.261346137744402,0.200355457243802,0.186253992520632,0.524854455888939,-0.00023078194,0.186253992520632
0,kidney085_0057_scGNN_logcpm_PEalpha2.0_zdim32,0.209177174037779,0.252720903727657,3.64987421060474,10.5187035865991,0.205094280630736,"[[  2   3   2   3]
 [ 33 106 134  25]
 [ 20   0   1  63]
 [  4   2   2   7]]","[[60112  9352]
 [60810 34968]]",0.536707958990294,"(0.3595752013891537, 0.20509428063073604, 0.2612034813631486)",0.359575201389154,0.275660679394904,0.261203481363149,0.575398506432989,-0.00014251684,0.261203481363149
0,kidney085_0057_scGNN_logcpm_PEalpha2.5_zdim32,0.17195170520113,0.312689201627605,3.64875608169757,10.000825833694,0.249050304203403,"[[  2   6   1   1]
 [ 87  80  28 103]
 [  0   3  81   0]
 [  0   8   7   0]]","[[59716  9748]
 [64098 31680]]",0.502927411629334,"(0.4487121163574749, 0.24905030420340307, 0.32031501206027435)",0.448712116357475,0.34399559916803,0.320315012060274,0.553103932414277,0.002639915,0.320315012060274
0,kidney085_0057_scGNN_logcpm_PEalpha3.0_zdim32,0.130811446625844,0.195093650735467,2.80436970135964,11.2197836779982,0.158653557279481,"[[  3   2   3   2]
 [ 32 117  95  54]
 [ 49   0   2  33]
 [  9   1   0   5]]","[[57860 11604]
 [65904 29874]]",0.473970804548918,"(0.28574789671665923, 0.15865355727948113, 0.20402687656202623)",0.285747896716659,0.219062546694732,0.204026876562026,0.530942496459738,-0.0011226019,0.204026876562026
0,kidney085_0057_scGNN_logcpm_PEalpha3.5_zdim32,0.326756115742935,0.362366255204705,3.63612588426176,8.51031721153496,0.300550247734621,"[[  3   1   5   1]
 [184  25  62  27]
 [  0  82   0   2]
 [  0   7   3   5]]","[[61046  8418]
 [50284 45494]]",0.633109047053872,"(0.48149878480658087, 0.3005502477346211, 0.37009080770114666)",0.481498784806581,0.369130801108707,0.370090807701147,0.644751334406507,0.0075891037,0.370090807701147
0,kidney085_0057_scGNN_logcpm_PEalpha4.0_zdim32,0.181725854151884,0.322439135749555,3.464193390481,10.3586731375818,0.256641672380921,"[[  2   1   2   5]
 [ 94  27 104  73]
 [  0  82   0   2]
 [  0   8   0   7]]","[[60104  9360]
 [63600 32178]]",0.510156441129516,"(0.46193691290625755, 0.2566416723809213, 0.3299632476950664)",0.461936912906258,0.354134108129195,0.329963247695066,0.558465765362317,0.0022956345,0.329963247695066
0,kidney085_0057_scGNN_logcpm_PEalpha4.5_zdim32,0.339560755760912,0.407754385207686,3.94506621762912,8.42605609469875,0.337924375203905,"[[  3   1   6   0]
 [177  16  84  21]
 [  0  83   0   1]
 [  0  10   3   2]]","[[61870  7594]
 [50054 45724]]",0.639844452455465,"(0.5371788897925198, 0.33792437520390467, 0.4148672458823613)",0.53717888979252,0.411816769189671,0.414867245882361,0.65112985802641,-0.0016112797,0.414867245882361
0,kidney085_0057_scGNN_logcpm_PEalpha5.0_zdim32,0.16845319386704,0.307597978200228,3.5324495386147,10.1941658301908,0.245136141842028,"[[ 3  1  2  4]
 [88 27 91 92]
 [ 0 81  0  3]
 [ 0  7  0  8]]","[[59560  9904]
 [64254 31524]]",0.500450875132674,"(0.4416580268361514, 0.2451361418420282, 0.31528032604164097)",0.441658026836151,0.338587731488479,0.315280326041641,0.551215792595103,0.0023467154,0.315280326041641
0,kidney085_0057_scGNN_logcpm_PEalpha1.0_zdim64,0.55513471430062,0.452772986062133,3.03133937161217,6.58481514565498,0.440727151137855,"[[  7   1   2   0]
 [251  31  13   3]
 [  0  84   0   0]
 [  1  10   2   2]]","[[57552 11912]
 [24826 70952]]",0.796432204893186,"(0.48136109226196744, 0.44072715113785466, 0.4601488076217323)",0.481361092261967,0.369025242048324,0.460148807621732,0.777671536292226,-0.0073456336,0.460148807621732
0,kidney085_0057_scGNN_logcpm_PEalpha1.5_zdim64,0.262351163216349,0.3973943661431,4.11823816323218,9.6521984181133,0.317701563717935,"[[  3   1   0   6]
 [ 81  19 145  53]
 [  0  84   0   0]
 [  0  10   0   5]]","[[62274  7190]
 [58202 37576]]",0.573856783788498,"(0.5556167896651212, 0.3177015637179354, 0.40425194826318395)",0.555616789665121,0.425951792922845,0.404251948263184,0.604265259437673,0.0040852283,0.404251948263184
0,kidney085_0057_scGNN_logcpm_PEalpha2.0_zdim64,0.230820625570859,0.345372525270402,3.46839443038502,10.5146805778133,0.277045281930136,"[[  4   1   2   3]
 [119  22 113  44]
 [  0  82   0   2]
 [  1   9   0   5]]","[[61166  8298]
 [59970 35808]]",0.5509324412899,"(0.48557667593452375, 0.27704528193013594, 0.3528005604760005)",0.485576675934524,0.372257029598559,0.352800560476,0.586860483412208,0.002779621,0.352800560476
0,kidney085_0057_scGNN_logcpm_PEalpha2.5_zdim64,0.216441039796306,0.331158804381899,3.79654350067745,9.9435109928084,0.266807733364031,"[[  2   5   1   2]
 [140  78  28  52]
 [  0   0  83   1]
 [  0   2  10   3]]","[[60036  9428]
 [59976 35802]]",0.543952669377517,"(0.4640118181950887, 0.266807733364031, 0.33880303613289275)",0.464011818195089,0.355724790132263,0.338803036132893,0.579985717916752,0.003357539,0.338803036132893
0,kidney085_0057_scGNN_logcpm_PEalpha3.0_zdim64,0.187377928327502,0.286864934791719,3.90584379567739,10.1716474246437,0.229874676326948,"[[  2   2   1   5]
 [ 66  88  22 122]
 [  9   0  75   0]
 [  5   0   7   3]]","[[60006  9458]
 [62894 32884]]",0.516376029227553,"(0.4109568430731462, 0.22987467632694855, 0.2948312260739593)",0.410956843073146,0.315051322020745,0.294831226073959,0.562145217317631,0.002595568,0.294831226073959
0,kidney085_0057_scGNN_logcpm_PEalpha3.5_zdim64,0.188148423776953,0.329701709032796,3.617611101341,10.1459885199098,0.262888481090676,"[[  3   1   2   4]
 [ 92  28 113  65]
 [  0  83   0   1]
 [  0   9   0   6]]","[[60076  9388]
 [62906 32872]]",0.516688148288832,"(0.4700337231156612, 0.2628884810906761, 0.33718845144029586)",0.470033723115661,0.360341355443896,0.337188451440296,0.562496217668631,0.0028339033,0.337188451440296
