,PEalpha1.0_zdim3,PEalpha1.5_zdim3,PEalpha2.0_zdim3,PEalpha2.5_zdim3,PEalpha3.0_zdim3,PEalpha3.5_zdim3,PEalpha4.0_zdim3,PEalpha4.5_zdim3,PEalpha5.0_zdim3,PEalpha1.0_zdim8,PEalpha1.5_zdim8,PEalpha2.0_zdim8,PEalpha2.5_zdim8,PEalpha3.0_zdim8,PEalpha3.5_zdim8,PEalpha4.0_zdim8,PEalpha4.5_zdim8,PEalpha5.0_zdim8,PEalpha1.0_zdim16,PEalpha1.5_zdim16,PEalpha2.0_zdim16,PEalpha2.5_zdim16,PEalpha3.0_zdim16,PEalpha3.5_zdim16,PEalpha4.0_zdim16,PEalpha4.5_zdim16,PEalpha5.0_zdim16,PEalpha1.0_zdim32,PEalpha1.5_zdim32,PEalpha2.0_zdim32,PEalpha2.5_zdim32,PEalpha3.0_zdim32,PEalpha3.5_zdim32,PEalpha4.0_zdim32,PEalpha4.5_zdim32,PEalpha5.0_zdim32,PEalpha1.0_zdim64,PEalpha1.5_zdim64,PEalpha2.0_zdim64,PEalpha2.5_zdim64,PEalpha3.0_zdim64,PEalpha3.5_zdim64,PEalpha4.0_zdim64,PEalpha4.5_zdim64,PEalpha5.0_zdim64,PEalpha1.0_zdim128,PEalpha1.5_zdim128,PEalpha2.0_zdim128,PEalpha2.5_zdim128,PEalpha3.0_zdim128,PEalpha3.5_zdim128,PEalpha4.0_zdim128,PEalpha4.5_zdim128,PEalpha5.0_zdim128,PEalpha1.0_zdim256,PEalpha1.5_zdim256,PEalpha2.0_zdim256,PEalpha2.5_zdim256,PEalpha3.0_zdim256,PEalpha3.5_zdim256,PEalpha4.0_zdim256,PEalpha4.5_zdim256,PEalpha5.0_zdim256
kidney085_XY04_21-0057,0.1889215724635834,0.052557720329453,0.0849214396885942,0.426245249265913,0.4556235599314444,0.4872991326778678,0.3684998070216571,0.1776781711840882,0.129167730666365,0.2704011282423597,0.2110066235486238,0.1778206110499757,0.1859557022603692,0.4221868107939671,0.2841714318100437,0.3794682270919881,0.5675944078629849,0.3678579383928235,0.2008140475443207,0.1676261590418693,0.50367811479267,0.3009266026566197,0.0588020015289767,0.213171023545619,0.2672300118875577,0.1709768600612386,0.2284896306943519,0.2320598208865517,0.1200799607599898,0.2091771740377792,0.1719517052011302,0.1308114466258444,0.3267561157429352,0.1817258541518842,0.3395607557609124,0.1684531938670397,0.5551347143006203,0.2623511632163487,0.2308206255708593,0.2164410397963061,0.1873779283275014,0.1881484237769529,0.1899660929254846,0.1144844560660981,0.159988323828855,0.1993699393885559,0.3597125635546724,0.1677474274812624,0.1446441764848539,0.1995594679423181,0.3373822251003458,0.2090443006854804,0.1761075780544342,0.3087919621041099,0.323409222821723,0.2247641427805475,0.5799846724867647,0.3151013537755023,0.1752443333796358,0.1882559827090664,0.0562007293470512,0.4813003559557685,0.1776335741419506
