,name,ARI,AMI,FMI,RI,MI
9,151676_scGNN_logcpm_PEalpha1.0_zdim10.png,0.40536250099274074,0.5060729672828265,0.5397496480707069,0.7969086917861228,0.8823473050813778
46,151676_scGNN_logcpm_PEalpha0.3_zdim32.png,0.5229809303189676,0.586687208390182,0.6188585684690775,0.8505238579428998,0.8498952542430289
37,151676_scGNN_logcpm_PEalpha1.0_zdim128.png,0.7467390946814385,0.7481707461890433,0.7900786170448988,0.9282237884469979,0.8061916062242153
27,151676_scGNN_logcpm_PEalpha2.0_zdim32.png,0.44793585726678703,0.5231365030187088,0.5672212917948755,0.8179337269288001,0.7320039205828007
31,151676_scGNN_logcpm_PEalpha1.5_zdim32.png,0.5443861871972976,0.6252353364831512,0.6358855693961776,0.8576061193528741,0.7248913760566649
