-4.712232399999999877e-01,6.547890299999999941e-01,4.476611300000000321e-02
-6.602917000000000369e-01,8.742796999999999930e-01,3.170119200000000304e-02
1.216293800000000092e+00,-8.825735000000000108e-01,-2.489301600000000045e-02
1.349160399999999926e+00,-1.003879200000000083e+00,-3.444476400000000271e-02
-6.602780999999999789e-01,8.742653999999999703e-01,3.168619999999999770e-02
-4.850545499999999732e-01,6.956925999999999943e-01,3.285671800000000004e-02
1.398917900000000047e+00,-1.046891199999999911e+00,-3.920047000000000115e-02
3.007998000000000061e-01,3.075539999999999871e-03,9.395264000000000393e-03
5.739313400000000120e-01,-2.809054999999999747e-01,2.340608799999999851e-02
6.215560399999999763e-01,-3.270206500000000238e-01,2.306481499999999893e-02
-8.120557999999999943e-02,2.985695999999999906e-01,9.062439000000000258e-04
5.804645000000000499e-01,-2.879879499999999926e-01,-1.019493340000000026e-01
1.270954799999999940e+00,-9.318321999999999994e-01,-2.871935000000000113e-02
-6.042678400000000005e-01,8.215660999999999659e-01,2.315791000000000030e-02
-6.567214000000000107e-01,8.713184000000000484e-01,2.966280300000000147e-02
-5.735339000000000409e-01,7.898007599999999906e-01,2.522006599999999932e-02
1.097868899999999925e+00,-7.672624599999999795e-01,-1.567767399999999978e-01
-6.580816499999999625e-01,8.724186999999999914e-01,3.037749199999999900e-02
-6.079314000000000107e-01,8.243645400000000345e-01,2.459739099999999970e-02
1.099215599999999959e+00,-7.740217400000000136e-01,-1.623727399999999946e-02
-6.602628000000000386e-01,8.742501000000000300e-01,3.166870799999999680e-02
-6.258281500000000275e-01,8.388158999999999477e-01,3.109544499999999934e-02
6.027913999999999772e-01,-3.053665799999999986e-01,1.363775100000000004e-02
1.070886000000000005e+00,-7.475492999999999721e-01,-1.323583700000000030e-02
-5.924036499999999483e-01,8.113236400000000126e-01,1.967071700000000076e-02
-6.258795000000000330e-01,8.386169999999999458e-01,3.146754200000000112e-02
-6.592508999999999730e-01,8.733902999999999528e-01,3.103433499999999970e-02
-7.383469500000000574e-02,3.219708199999999909e-01,-2.821340400000000095e-02
1.217425699999999944e+00,-8.831018000000000479e-01,-2.276446000000000025e-02
-6.602865999999999458e-01,8.742767000000000177e-01,3.169460600000000017e-02
4.350530499999999967e-01,-1.498942500000000067e-01,-9.174883000000000344e-02
-6.199314599999999897e-01,8.342752500000000238e-01,2.854721199999999889e-02
-6.593067599999999917e-01,8.734327600000000302e-01,3.108201999999999840e-02
-6.602878599999999487e-01,8.742663999999999991e-01,3.170251999999999792e-02
-6.073285299999999776e-01,8.244456000000000007e-01,2.358938799999999933e-02
7.978101399999999455e-01,-4.897720799999999985e-01,-1.230645199999999967e-01
1.392907600000000023e+00,-1.041492599999999991e+00,-3.837423000000000223e-02
-2.745107600000000134e-02,3.098076000000000163e-01,3.978290999999999772e-02
