1.484244842529296875e+02,1.046841964721679688e+02,1.332065277099609375e+02
1.216448745727539062e+02,6.772122955322265625e+01,1.007450103759765625e+02
1.493753967285156250e+02,1.168710556030273438e+02,1.373988647460937500e+02
1.484022216796875000e+02,1.243914031982421875e+02,1.334058837890625000e+02
1.483949127197265625e+02,1.091716232299804688e+02,1.382043914794921875e+02
1.427994232177734375e+02,1.110554809570312500e+02,1.363336334228515625e+02
1.569361419677734375e+02,1.346585845947265625e+02,1.464243316650390625e+02
1.679573211669921875e+02,1.527733612060546875e+02,1.636445617675781250e+02
1.546765747070312500e+02,1.339535064697265625e+02,1.538218231201171875e+02
1.784939727783203125e+02,1.694346923828125000e+02,1.742174987792968750e+02
1.594965667724609375e+02,1.419193725585937500e+02,1.541943359375000000e+02
1.407834167480468750e+02,9.281069946289062500e+01,1.245523529052734375e+02
1.552912597656250000e+02,1.303313446044921875e+02,1.492210083007812500e+02
1.504837646484375000e+02,1.079809494018554688e+02,1.403177795410156250e+02
1.702918701171875000e+02,1.583366851806640625e+02,1.694067993164062500e+02
1.748677062988281250e+02,1.555552520751953125e+02,1.661935729980468750e+02
1.449564056396484375e+02,8.963236999511718750e+01,1.367491302490234375e+02
1.422798309326171875e+02,8.895320892333984375e+01,1.334691314697265625e+02
1.207674102783203125e+02,8.031763458251953125e+01,1.107924118041992188e+02
1.522429504394531250e+02,1.241268081665039062e+02,1.396058502197265625e+02
1.436727600097656250e+02,9.555418395996093750e+01,1.298125305175781250e+02
1.302950744628906250e+02,7.535604095458984375e+01,1.124673080444335938e+02
1.618114624023437500e+02,1.422953796386718750e+02,1.520751342773437500e+02
1.470644683837890625e+02,1.122307586669921875e+02,1.311079101562500000e+02
1.466695556640625000e+02,9.999619293212890625e+01,1.378233489990234375e+02
1.434470367431640625e+02,9.270126342773437500e+01,1.305032806396484375e+02
1.254458160400390625e+02,7.092790985107421875e+01,1.172056121826171875e+02
1.570574645996093750e+02,1.271024246215820312e+02,1.443715972900390625e+02
1.412043914794921875e+02,1.000221023559570312e+02,1.230716323852539062e+02
1.302998046875000000e+02,8.235299682617187500e+01,1.182447814941406250e+02
1.832040863037109375e+02,1.778987884521484375e+02,1.815698852539062500e+02
1.584694366455078125e+02,1.232540740966796875e+02,1.448024749755859375e+02
1.670859680175781250e+02,1.339838409423828125e+02,1.653549804687500000e+02
1.483563537597656250e+02,9.598262786865234375e+01,1.365935058593750000e+02
1.426596527099609375e+02,8.566194152832031250e+01,1.327442474365234375e+02
1.524650268554687500e+02,1.023971939086914062e+02,1.465608825683593750e+02
1.814971771240234375e+02,1.711085205078125000e+02,1.820742340087890625e+02
1.788110046386718750e+02,1.696585845947265625e+02,1.765479278564453125e+02
1.553816528320312500e+02,1.350559387207031250e+02,1.508347778320312500e+02
1.591233062744140625e+02,1.340658416748046875e+02,1.477745819091796875e+02
1.591809234619140625e+02,1.419673767089843750e+02,1.529093170166015625e+02
1.549423828125000000e+02,1.200647735595703125e+02,1.513779907226562500e+02
1.693203735351562500e+02,1.436314544677734375e+02,1.616771850585937500e+02
1.514612121582031250e+02,1.137982025146484375e+02,1.394962615966796875e+02
1.566431884765625000e+02,1.194273757934570312e+02,1.488168029785156250e+02
1.521682739257812500e+02,1.123857650756835938e+02,1.422036285400390625e+02
1.465461120605468750e+02,8.943515014648437500e+01,1.361550140380859375e+02
1.593411102294921875e+02,1.397572021484375000e+02,1.514481048583984375e+02
1.580172271728515625e+02,1.355938110351562500e+02,1.533014831542968750e+02
1.358015594482421875e+02,7.982197570800781250e+01,1.250722427368164062e+02
1.552115478515625000e+02,1.320871887207031250e+02,1.480070037841796875e+02
1.576063079833984375e+02,1.319324798583984375e+02,1.469099273681640625e+02
1.490006103515625000e+02,1.045962524414062500e+02,1.337195587158203125e+02
1.744638061523437500e+02,1.555755157470703125e+02,1.693190002441406250e+02
1.341763458251953125e+02,8.059548950195312500e+01,1.273458328247070312e+02
1.446346588134765625e+02,1.126255111694335938e+02,1.385473175048828125e+02
1.289012298583984375e+02,7.644962310791015625e+01,1.198198471069335938e+02
1.439873504638671875e+02,9.291083526611328125e+01,1.304328613281250000e+02
1.468538360595703125e+02,9.996006774902343750e+01,1.372923278808593750e+02
1.282533111572265625e+02,7.207651519775390625e+01,1.113830184936523438e+02
1.536026458740234375e+02,1.276323699951171875e+02,1.421259002685546875e+02
1.484656372070312500e+02,1.105848159790039062e+02,1.356096649169921875e+02
1.318163452148437500e+02,7.829187774658203125e+01,1.160324630737304688e+02
1.674125823974609375e+02,1.468070373535156250e+02,1.674660949707031250e+02
1.537713775634765625e+02,1.078155746459960938e+02,1.500317077636718750e+02
1.712847137451171875e+02,1.498149719238281250e+02,1.664139556884765625e+02
1.543109283447265625e+02,1.126715469360351562e+02,1.505803985595703125e+02
1.418219757080078125e+02,9.210150909423828125e+01,1.353144378662109375e+02
1.708931579589843750e+02,1.559640350341796875e+02,1.639373626708984375e+02
1.425360412597656250e+02,9.128836822509765625e+01,1.404968719482421875e+02
1.466128692626953125e+02,1.024587707519531250e+02,1.365424499511718750e+02
1.381486053466796875e+02,9.429873657226562500e+01,1.164005508422851562e+02
1.346864776611328125e+02,9.538835906982421875e+01,1.108338699340820312e+02
1.430425262451171875e+02,8.725346374511718750e+01,1.308373718261718750e+02
1.498780670166015625e+02,1.021312332153320312e+02,1.421751251220703125e+02
